roadId,from_node,to_node,from_node_lat,from_node_lon,to_node_lat,to_node_lon,length
0,42421728,42432736,40.7980486,-73.9600434,40.798725,-73.9595485,86.00049778306033
1,42421728,42435337,40.7980486,-73.9600434,40.7973755,-73.9605358,85.57742467872983
2,42421728,42421731,40.7980486,-73.9600434,40.798645,-73.9614743,137.66025112763595
3,42421731,42432737,40.798645,-73.9614743,40.7993247,-73.9609759,86.46451357454191
4,42421731,42437916,40.798645,-73.9614743,40.79798,-73.9619619,84.59366844269023
5,42421731,42421728,40.798645,-73.9614743,40.7980486,-73.9600434,137.66025112763595
6,42421731,42421737,40.798645,-73.9614743,40.7992545,-73.962886,136.97350064364855
7,42421737,42421741,40.7992545,-73.962886,40.8004313,-73.9657046,271.27191048935975
8,42421737,42437917,40.7992545,-73.962886,40.7985719,-73.9633805,86.58763768792781
9,42421737,42421731,40.7992545,-73.962886,40.798645,-73.9614743,136.97350064364855
10,42421741,42421737,40.8004313,-73.9657046,40.7992545,-73.962886,271.27191048935975
11,42421741,42432756,40.8004313,-73.9657046,40.8011074,-73.965211,85.91819366797723
12,42421741,1061531654,40.8004313,-73.9657046,40.8013053,-73.9677887,200.7885413534675
13,42421745,42428751,40.8014007,-73.9679942,40.8005442,-73.9680997,95.6380255916628
14,42421745,1061531654,40.8014007,-73.9679942,40.8013053,-73.9677887,20.314396534842068
15,42421745,42421749,40.8014007,-73.9679942,40.8016434,-73.9685615,54.915313355389046
16,42421749,42421751,40.8016434,-73.9685615,40.8022682,-73.970054,143.732675170449
17,42421749,42431118,40.8016434,-73.9685615,40.8009593,-73.9690678,87.21640995941863
18,42421749,42421745,40.8016434,-73.9685615,40.8014007,-73.9679942,54.915313355389046
19,42421751,42421749,40.8022682,-73.970054,40.8016434,-73.9685615,143.732675170449
20,42421751,42432764,40.8022682,-73.970054,40.802938,-73.96956,85.34143934274167
21,42421769,42443347,40.7826312,-73.9749879,40.7819523,-73.975483,86.25180153533105
22,42421772,42421769,40.783828,-73.9778254,40.7826312,-73.9749879,273.74274537731964
23,42421772,42442469,40.783828,-73.9778254,40.7844628,-73.9773621,80.66377764286652
24,42421775,42428653,40.7845691,-73.9795827,40.783893,-73.9800838,86.22624210961793
25,42421775,1061531525,40.7845691,-73.9795827,40.7844943,-73.9794053,17.11306626277089
26,42421776,42421775,40.7850311,-73.9806779,40.7845691,-73.9795827,105.66107608286494
27,42421776,42431019,40.7850311,-73.9806779,40.7843497,-73.9811702,86.38145556540783
28,42421776,42431024,40.7850311,-73.9806779,40.785659,-73.9802226,79.66628237385355
29,42421778,42421776,40.7855935,-73.9820114,40.7850311,-73.9806779,128.6446925414305
30,42421778,42441587,40.7855935,-73.9820114,40.786184,-73.981448,81.14450796171512
31,42421778,42422592,40.7855935,-73.9820114,40.7849758,-73.9826602,87.79689049831714
32,42421783,42427782,40.8593027,-73.9313326,40.858113,-73.932983,250.45113681191862
33,42421783,1764387321,40.8593027,-73.9313326,40.8589437,-73.9315042,42.453930351898244
34,42421783,1764387326,40.8593027,-73.9313326,40.8596364,-73.9312076,38.567727979055896
35,42421783,1764387328,40.8593027,-73.9313326,40.8591806,-73.9311471,20.709146149921462
36,42421785,42421786,40.858744,-73.930122,40.859012,-73.927625,240.1990665323766
37,42421785,42443520,40.858744,-73.930122,40.859545,-73.927977,201.58222723936927
38,42421786,42421791,40.859012,-73.927625,40.859944,-73.926786,127.6761899804522
39,42421791,4814440062,40.859944,-73.926786,40.8613774,-73.9252169,216.17299867374447
40,42421791,42448930,40.859944,-73.926786,40.860657,-73.9273,90.66215310834795
41,42421800,42424851,40.7839788,-73.9703286,40.7846108,-73.9698592,80.64269265136221
42,42421800,42435308,40.7839788,-73.9703286,40.7833496,-73.9707906,80.0662388127658
43,42421803,42437300,40.7851655,-73.9731396,40.7845351,-73.9735994,80.09288679694687
44,42421803,42421800,40.7851655,-73.9731396,40.7839788,-73.9703286,271.2446455623162
45,42421806,42421803,40.7863627,-73.9759753,40.7851655,-73.9731396,273.6317597291667
46,42421806,42442475,40.7863627,-73.9759753,40.7870013,-73.9755091,81.15181219239855
47,42421809,42428663,40.7870877,-73.9776927,40.7864652,-73.9781723,80.15448303073626
48,42421809,1061531683,40.7870877,-73.9776927,40.7870136,-73.9775173,16.927881587709745
49,42421810,42421809,40.7875673,-73.9788289,40.7870877,-73.9776927,109.63307552343491
50,42421810,42431030,40.7875673,-73.9788289,40.7869385,-73.9792937,80.14255324493183
51,42421810,42431034,40.7875673,-73.9788289,40.7881993,-73.978373,80.09027188005876
52,42421820,42421810,40.7885135,-73.9810702,40.7875673,-73.9788289,216.27217992531075
53,42421820,42437312,40.7885135,-73.9810702,40.787722,-73.9811501,88.25443598365298
54,42421820,42441569,40.7885135,-73.9810702,40.7892565,-73.9808596,85.09204617483398
55,42421828,42430938,40.725326,-73.976212,40.7258829,-73.9775364,127.67709036739194
56,42421828,42430942,40.725326,-73.976212,40.724877,-73.975164,101.48310899820912
57,42421852,42442584,40.8126067,-73.9568144,40.81337,-73.956257,97.00512646133133
58,42421852,42438928,40.8126067,-73.9568144,40.8112598,-73.957798,171.1738693324857
59,42421852,561035342,40.8126067,-73.9568144,40.8137561,-73.9596275,269.4075922028587
60,42421857,1506591534,40.8138385,-73.9598159,40.8118836,-73.9612283,247.82959813730105
61,42421857,561035342,40.8138385,-73.9598159,40.8137561,-73.9596275,18.336472895759133
62,42421857,42421865,40.8138385,-73.9598159,40.814192,-73.960687,83.2969680904675
63,42421865,42443181,40.814192,-73.960687,40.815526,-73.959719,169.2826542679652
64,42421865,1332860731,40.814192,-73.960687,40.812252,-73.962106,246.64240867487615
65,42421865,42421857,40.814192,-73.960687,40.8138385,-73.9598159,83.2969680904675
66,42421877,42437949,40.7328593,-73.9959038,40.732255,-73.996351,77.04098660579747
67,42421877,42421889,40.7328593,-73.9959038,40.7341463,-73.9991816,313.1818001855795
68,42421889,42430241,40.7341463,-73.9991816,40.734784,-73.998714,81.12307437775135
69,42421889,42432191,40.7341463,-73.9991816,40.7340688,-73.9996618,41.459972938709164
70,42421941,42421960,40.704211,-74.008789,40.7040838,-74.0089636,20.41283657432627
71,42421941,42453902,40.704211,-74.008789,40.705183,-74.007392,159.8447260680144
72,42421946,42421941,40.703813,-74.008325,40.704211,-74.008789,59.0618763821695
73,42421951,42421946,40.7033242,-74.0077787,40.703813,-74.008325,71.23632355929391
74,42421951,42421965,40.7033242,-74.0077787,40.7032082,-74.0079771,21.12584863422086
75,42421951,42444223,40.7033242,-74.0077787,40.7037691,-74.0070607,78.17297467552439
76,42421960,42421941,40.7040838,-74.0089636,40.704211,-74.008789,20.41283657432627
77,42421960,42427956,40.7040838,-74.0089636,40.7045078,-74.009424,61.06404278739262
78,42421960,42431898,40.7040838,-74.0089636,40.7029687,-74.0115091,252.35202989807559
79,42421960,42421965,40.7040838,-74.0089636,40.7032082,-74.0079771,128.0390390920679
80,42421965,3790255302,40.7032082,-74.0079771,40.7018767,-74.0107988,282.5648022164222
81,42421969,42435250,40.7692746,-73.9810292,40.7699112,-73.9805755,80.4509624313672
82,42421972,42428570,40.7697921,-73.9822548,40.7689456,-73.9822067,94.19906322306599
83,42421972,1061531777,40.7697921,-73.9822548,40.7696743,-73.9819968,25.390408355547493
84,42421974,1241742627,40.770478,-73.9838503,40.7698413,-73.9843207,81.14193314844584
85,42421974,42421972,40.770478,-73.9838503,40.7697921,-73.9822548,154.62796977781608
86,42421982,4081416473,40.7716655,-73.9866974,40.7722879,-73.9862438,79.06159070574866
87,42421982,2974462027,40.7716655,-73.9866974,40.7712531,-73.9859388,81.20348954066563
88,42421985,3533937800,40.7728658,-73.9895487,40.7733062,-73.9905614,98.4257154309023
89,42421985,42421982,40.7728658,-73.9895487,40.7716655,-73.9866974,274.94891017304406
90,42421985,2061592973,40.7728658,-73.9895487,40.7722297,-73.9900092,80.67639264164681
91,42421985,42430981,40.7728658,-73.9895487,40.7734934,-73.9890921,79.68994700339653
92,42421993,42431447,40.7872303,-73.9679486,40.7878728,-73.9674799,81.63324396006306
93,42421993,42435312,40.7872303,-73.9679486,40.7866043,-73.9684052,79.53424087736188
94,42421993,42421996,40.7872303,-73.9679486,40.7884217,-73.9707647,271.87440046928
95,42421996,42422000,40.7884217,-73.9707647,40.7896131,-73.9736025,273.4735625149931
96,42421996,42438043,40.7884217,-73.9707647,40.7877937,-73.9712227,79.78594544035275
97,42422000,42437052,40.7896131,-73.9736025,40.7902424,-73.9731431,79.96955358602602
98,42422000,1061531768,40.7896131,-73.9736025,40.790184,-73.974956,130.57764642384365
99,42422006,42422016,40.7902552,-73.9751319,40.7908141,-73.976449,127.24761764721072
100,42422006,42428682,40.7902552,-73.9751319,40.7896182,-73.9755987,81.02079139793453
101,42422016,42422018,40.7908141,-73.976449,40.7917606,-73.9786893,216.21475007681053
102,42422016,42431044,40.7908141,-73.976449,40.7901743,-73.9769232,81.59690433263049
103,42422016,42431057,40.7908141,-73.976449,40.7914402,-73.9760046,79.05130326592597
104,42422018,42437058,40.7917606,-73.9786893,40.7921597,-73.9777035,94.21530484710208
105,42422018,42438052,40.7917606,-73.9786893,40.7912484,-73.9794097,84.25001526876338
106,42422026,889298452,40.7115654,-74.0158085,40.7118477,-74.0156977,32.74611407972793
107,42422026,42437401,40.7115654,-74.0158085,40.7100848,-74.0163751,171.40076872894224
108,42422026,246858433,40.7115654,-74.0158085,40.7111302,-74.0146457,109.32554221968543
109,42422028,42453395,40.7110326,-74.0144344,40.7137015,-74.0136838,303.89000456422883
110,42422028,246858433,40.7110326,-74.0144344,40.7111302,-74.0146457,20.874876813869456
111,42422038,42434413,40.709687,-74.011674,40.70971,-74.012839,148.72294488267238
112,42422038,42438155,40.709687,-74.011674,40.710369,-74.0111931,85.99849911906657
113,42422038,42422042,40.709687,-74.011674,40.709154,-74.010542,113.02455928447729
114,42422042,42422050,40.709154,-74.010542,40.708614,-74.009371,115.5637904677263
115,42422042,42422038,40.709154,-74.010542,40.709687,-74.011674,113.02455928447729
116,42422042,42428374,40.709154,-74.010542,40.708797,-74.010846,47.247248418371825
117,42422050,42422053,40.708614,-74.009371,40.7077219,-74.008269,135.90129211932887
118,42422050,42454795,40.708614,-74.009371,40.709044,-74.008893,62.526392726416645
119,42422053,42448583,40.7077219,-74.008269,40.7079881,-74.0080159,36.4861305971544
120,42422053,6262915548,40.7077219,-74.008269,40.707219,-74.007459,88.25948088002751
121,42422258,42430589,40.7482137,-74.0074126,40.7488769,-74.006932,84.13300742492426
122,42422270,278608643,40.7064526,-74.002383,40.7093172,-73.9939847,794.3245904367833
123,42422270,42422283,40.7064526,-74.002383,40.7094916,-74.001657,494.58364833869075
124,42422283,278609934,40.7094916,-74.001657,40.7096039,-74.0015481,15.530970937976175
125,42422283,5378284711,40.7094916,-74.001657,40.708794,-74.0008601,103.37569253059021
126,42422283,4158673495,40.7094916,-74.001657,40.7106422,-74.0031167,177.5089880903833
127,42422283,42433229,40.7094916,-74.001657,40.708846,-74.002503,101.19151883649914
128,42422366,42422545,40.7854081,-73.983689,40.7850896,-73.9842284,142.2321994764328
129,42422366,42425188,40.7854081,-73.983689,40.7856443,-73.9842673,55.378632883785954
130,42422366,595295501,40.7854081,-73.983689,40.7850311,-73.9827871,86.82592234181456
131,42422399,42458435,40.7877568,-73.9828491,40.7957927,-73.9766243,1048.7126907387733
132,42422509,42457925,40.7374587,-73.974153,40.7389627,-73.9730967,189.73437604627253
133,42422530,42427965,40.759667,-73.9582334,40.759913,-73.958809,55.70506401549663
134,42422545,42423331,40.7850896,-73.9842284,40.785842,-73.9837108,94.35014975238455
135,42422592,595295501,40.7849758,-73.9826602,40.7850311,-73.9827871,12.339640279187014
136,42422592,42431019,40.7849758,-73.9826602,40.7843497,-73.9811702,143.61818159852564
137,42422592,42421778,40.7849758,-73.9826602,40.7855935,-73.9820114,87.79689049831714
138,42422592,42428072,40.7849758,-73.9826602,40.784357,-73.9833075,87.82181703639218
139,42422899,42454010,40.7456771,-73.9721195,40.7463089,-73.9716668,79.94172661104996
140,42422899,42449689,40.7456771,-73.9721195,40.7463237,-73.973639,146.9009151878615
141,42423020,3904954792,40.7460938,-73.9749131,40.7460407,-73.9748565,7.590987131417934
142,42423020,42434965,40.7460938,-73.9749131,40.745442,-73.975394,83.04320014695224
143,42423020,6166412783,40.7460938,-73.9749131,40.7460746,-73.9748357,6.865855360290381
144,42423020,6166412784,40.7460938,-73.9749131,40.7461069,-73.9748121,8.638967080767824
145,42423039,42450820,40.7165061,-73.9756975,40.7153926,-73.9762762,133.0637600670352
146,42423051,42454391,40.7188498,-73.9747446,40.7189977,-73.9750709,32.432706884492504
147,42423051,370894980,40.7188498,-73.9747446,40.7212873,-73.9745509,271.7912244982169
148,42423070,595295501,40.7836063,-73.9852813,40.7850311,-73.9827871,270.61095850129925
149,42423070,42422545,40.7836063,-73.9852813,40.7850896,-73.9842284,187.290266117243
150,42423101,42436806,40.8442431,-73.9337066,40.8449056,-73.9332225,84.20744020134191
151,42423101,42442723,40.8442431,-73.9337066,40.8435645,-73.9342023,86.24711679647736
152,42423101,42446331,40.8442431,-73.9337066,40.844846,-73.935181,141.2268947970443
153,42423116,42442728,40.8461493,-73.9323138,40.845538,-73.9327605,77.70015437888323
154,42423116,595481001,40.8461493,-73.9323138,40.8465063,-73.9320492,45.53030975543679
155,42423189,42434134,40.8033714,-73.9329248,40.8034327,-73.9330838,15.038239611478604
156,42423189,42426135,40.8033714,-73.9329248,40.8039448,-73.9323547,82.33987030099628
157,42423295,42423296,40.71325,-73.977586,40.7124485,-73.9777809,91.15767575595159
158,42423295,42427747,40.71325,-73.977586,40.7122116,-73.9807114,327.8462931410125
159,42423295,42437786,40.71325,-73.977586,40.7138115,-73.9794133,166.22704019157092
160,42423296,370888100,40.7124485,-73.9777809,40.7109349,-73.9805509,301.2619500985976
161,42423307,370892861,40.7107361,-73.9816369,40.7165045,-73.9755366,896.3410898325462
162,42423331,42422399,40.785842,-73.9837108,40.7877568,-73.9828491,225.214167033381
163,42423331,42422366,40.785842,-73.9837108,40.7854081,-73.983689,154.4866506008363
164,42423456,4602414021,40.7237914,-74.006113,40.7237608,-74.0061172,3.420409498270998
165,42423549,42423039,40.7210513,-73.9747141,40.7165061,-73.9756975,514.0456031576002
166,42423549,42451712,40.7210513,-73.9747141,40.7203342,-73.9749488,82.63295539854013
167,42423564,42423565,40.7589757,-73.964501,40.7596362,-73.9639971,84.84282610390974
168,42423564,42432861,40.7589757,-73.964501,40.75931,-73.9652916,76.31721438991345
169,42423564,2711029280,40.7589757,-73.964501,40.7583127,-73.9629223,152.14776629444077
170,42423565,42456041,40.7596362,-73.9639971,40.758981,-73.962432,150.72801361426056
171,42423674,42440025,40.766876,-73.979076,40.7662134,-73.9795321,83.0987585556354
172,42423674,4347550074,40.766876,-73.979076,40.7676993,-73.9810182,187.59341364852648
173,42423674,42430394,40.766876,-73.979076,40.7656707,-73.9762208,275.5071855752824
174,42423752,589298803,40.7620792,-73.9619892,40.7627218,-73.9615702,79.69925482107006
175,42423752,42456049,40.7620792,-73.9619892,40.7614885,-73.9605889,135.0960456760405
176,42423774,42426865,40.738358,-73.9737798,40.7373813,-73.9745237,125.40366003381158
177,42423836,42446506,40.7593876,-73.9969538,40.7588487,-73.9975727,79.45017970158446
178,42423836,42430669,40.7593876,-73.9969538,40.7601488,-73.9988039,177.46503445906254
179,42423885,427804196,40.7577413,-73.9968472,40.7581825,-73.9978758,99.63250202758961
180,42423885,42446504,40.7577413,-73.9968472,40.758346,-73.9964055,76.85402459996915
181,42424025,371209940,40.7828662,-73.9437553,40.7842992,-73.9420913,213.85155145707702
182,42424025,4779073677,40.7828662,-73.9437553,40.7830384,-73.9440353,31.415207506809224
183,42424032,42432572,40.7803049,-73.9856663,40.7810789,-73.9853738,89.6474984280546
184,42424032,42431004,40.7803049,-73.9856663,40.7798073,-73.9844842,113.98775316016054
185,42424032,595245843,40.7803049,-73.9856663,40.7807248,-73.9870025,123.32402806200784
186,42424089,371037281,40.760618,-73.9643488,40.7600363,-73.9629232,136.5254253616456
187,42424089,42442961,40.760618,-73.9643488,40.7599916,-73.9648028,79.48081578719794
188,42424109,42424117,40.794774,-73.9304732,40.7944866,-73.9318124,128.3683678807237
189,42424109,42424133,40.794774,-73.9304732,40.793786,-73.9322343,184.85629269691532
190,42424117,42424133,40.7944866,-73.9318124,40.793786,-73.9322343,111.80139700874713
191,42424117,42448278,40.7944866,-73.9318124,40.7950544,-73.9331575,129.7986923012364
192,42424133,42427009,40.793786,-73.9322343,40.7904084,-73.9367296,538.5316627986116
193,42424142,4562863353,40.7696458,-73.9483958,40.7700832,-73.9494518,101.44660806700188
194,42424142,42424145,40.7696458,-73.9483958,40.7687012,-73.9491484,123.08461163135658
195,42424145,42438809,40.7687012,-73.9491484,40.7668482,-73.9506714,242.91383130350607
196,42424218,61275605,40.769378,-73.9950384,40.7692528,-73.9948535,20.898920749282563
197,42424218,42446386,40.769378,-73.9950384,40.7680929,-73.9959697,163.03556210681643
198,42424225,42435301,40.779478,-73.973571,40.778805,-73.974067,85.71536797240344
199,42424225,42427915,40.779478,-73.973571,40.7820374,-73.9717336,323.9828391933012
200,42424225,42438859,40.779478,-73.973571,40.7806742,-73.9764183,274.433167258738
201,42424235,589927993,40.817189,-73.934463,40.8168892,-73.934341,35.38457342642276
202,42424235,589927996,40.817189,-73.934463,40.8166934,-73.9348013,62.09822338286973
203,42424408,42436340,40.7219848,-74.0082309,40.7226441,-74.0081187,73.90718749276682
204,42424408,42436064,40.7219848,-74.0082309,40.7221396,-74.0097659,130.55524849784095
205,42424427,42435265,40.773031,-73.978281,40.773656,-73.977827,79.33557415389102
206,42424427,42435264,40.773031,-73.978281,40.772417,-73.978728,77.97507421875784
207,42424427,247222929,40.773031,-73.978281,40.7726853,-73.9772661,93.81432123700327
208,42424427,4557495130,40.773031,-73.978281,40.7742488,-73.9811545,277.53875553954344
209,42424439,42425232,40.7916741,-73.9647071,40.7923849,-73.9641866,90.39188700215082
210,42424439,42431293,40.7916741,-73.9647071,40.7917186,-73.9628103,164.97674486030454
211,42424439,42435328,40.7916741,-73.9647071,40.7909899,-73.9652062,86.9306514506543
212,42424439,42443381,40.7916741,-73.9647071,40.7928702,-73.9675494,274.05873073815764
213,42424531,42425417,40.8295922,-73.9352284,40.8283867,-73.93488,138.13533834942487
214,42424531,589927878,40.8295922,-73.9352284,40.8282853,-73.9351997,147.3651198915213
215,42424551,42424531,40.8305583,-73.9356498,40.8295922,-73.9352284,117.08520317867477
216,42424576,589927879,40.8304897,-73.9362839,40.8291536,-73.9372824,170.7589693515976
217,42424576,5333189428,40.8304897,-73.9362839,40.8305472,-73.9361611,12.167865127715977
218,42424610,42436308,40.7206456,-74.008466,40.7213301,-74.0083433,76.80132164667828
219,42424610,42434871,40.7206456,-74.008466,40.7207656,-74.0100069,131.10856697507992
220,42424610,4137021568,40.7206456,-74.008466,40.7204753,-74.006894,134.97225415314034
221,42424619,42436353,40.7237578,-74.0079297,40.725192,-74.007669,160.9613397126804
222,42424619,42440847,40.7237578,-74.0079297,40.7243115,-74.0086756,88.01194785755003
223,42424641,42423295,40.7146116,-73.9768601,40.71325,-73.977586,163.2825693962421
224,42424672,589298584,40.7593048,-73.9592537,40.7595804,-73.9582216,129.54915998445472
225,42424672,42427965,40.7593048,-73.9592537,40.759913,-73.958809,77.31914003135937
226,42424672,42448329,40.7593048,-73.9592537,40.758663,-73.959722,81.54883165323507
227,42424679,42424698,40.820283,-73.959539,40.8227216,-73.9574473,328.5447887688403
228,42424679,42425242,40.820283,-73.959539,40.8203291,-73.9596517,10.795907058833938
229,42424698,587934347,40.8227216,-73.9574473,40.8324834,-73.9503299,1250.245372640348
230,42424701,42429541,40.8197265,-73.9601312,40.8193827,-73.9593299,77.62098952142846
231,42424701,42424703,40.8197265,-73.9601312,40.818704,-73.961038,137.00366888249894
232,42424703,764744759,40.818704,-73.961038,40.8185083,-73.9612589,28.639876067652878
233,42424706,3570003194,40.818025,-73.96179,40.8179951,-73.9617273,6.244571946833411
234,42424706,254484327,40.818025,-73.96179,40.8155192,-73.9640654,339.42709552421456
235,42424757,42447209,40.8069238,-73.9355687,40.806296,-73.936016,79.3337108499457
236,42424757,589928033,40.8069238,-73.9355687,40.8075561,-73.9370658,144.47619899992094
237,42424789,42444991,40.7576611,-73.9948152,40.7571434,-73.9935713,119.62928505670423
238,42424789,42434434,40.7576611,-73.9948152,40.7583702,-73.9943941,87.36540207645898
239,42424823,60928432,40.8379473,-73.948061,40.8417546,-73.945439,480.6055918234563
240,42424851,42421800,40.7846108,-73.9698592,40.7839788,-73.9703286,80.64269265136221
241,42424851,42435310,40.7846108,-73.9698592,40.785305,-73.9693529,88.19733340076785
242,42424851,42443349,40.7846108,-73.9698592,40.7858043,-73.9726737,271.87047704072546
243,42424864,42423456,40.7244132,-74.0059302,40.7237914,-74.006113,72.65351877290718
244,42424932,42437074,40.7176725,-73.9848376,40.7190825,-73.9850756,209.5416629424044
245,42424932,42437071,40.7176725,-73.9848376,40.7188259,-73.9842294,138.10445132292554
246,42424937,42424698,40.8105536,-73.9672119,40.8227216,-73.9574473,1588.3452592746269
247,42424937,42425088,40.8105536,-73.9672119,40.8176383,-73.9609797,952.6775709691592
248,42425088,42438068,40.8176383,-73.9609797,40.81751,-73.960687,28.503423387787496
249,42425100,42429819,40.715649,-73.977917,40.7156979,-73.9780769,14.536112600052883
250,42425127,42438961,40.791722,-73.952984,40.791085,-73.953438,80.50211104894487
251,42425188,2837768961,40.7856443,-73.9842673,40.7859476,-73.9845719,54.7300975054832
252,42425188,42422366,40.7856443,-73.9842673,40.7854081,-73.983689,55.378632883785954
253,42425188,42425945,40.7856443,-73.9842673,40.7856634,-73.984734,47.635566727167145
254,42425232,42424439,40.7923849,-73.9641866,40.7916741,-73.9647071,90.39188700215082
255,42425232,42425570,40.7923849,-73.9641866,40.7941936,-73.9628635,229.95521395136083
256,42425232,42443388,40.7923849,-73.9641866,40.7935498,-73.9670555,274.5977820068593
257,42425242,42424701,40.8203291,-73.9596517,40.8197265,-73.9601312,78.24961847561057
258,42425348,595314125,40.7955204,-73.9759847,40.7927886,-73.9770328,324.9081352951989
259,42425348,2029349871,40.7955204,-73.9759847,40.7954668,-73.9757929,17.23373061309856
260,42425348,2029349908,40.7955204,-73.9759847,40.7958732,-73.9752976,70.04621767874113
261,42425417,42426971,40.8283867,-73.93488,40.8187778,-73.934348,1070.5280596800212
262,42425425,589927965,40.8156499,-73.9344467,40.814027,-73.9348503,186.40551749981307
263,42425425,42425484,40.8156499,-73.9344467,40.8150259,-73.9343624,69.73786096491287
264,42425484,42437932,40.8150259,-73.9343624,40.8128835,-73.9345711,238.8385658912641
265,42425570,42435331,40.7941936,-73.9628635,40.7948599,-73.9623761,84.71183374457644
266,42425570,42425232,40.7941936,-73.9628635,40.7923849,-73.9641866,229.95521395136083
267,42425758,373772209,40.8310339,-73.9359788,40.8307831,-73.9361454,31.221316712853895
268,42425945,2837768961,40.7856634,-73.984734,40.7859476,-73.9845719,39.01108962816636
269,42425945,61271527,40.7856634,-73.984734,40.7836778,-73.9854186,231.62737292629504
270,42425945,42425188,40.7856634,-73.984734,40.7856443,-73.9842673,47.635566727167145
271,42425955,42445780,40.7143777,-74.0004476,40.715297,-74.0007838,114.12376929529587
272,42425955,42427300,40.7143777,-74.0004476,40.7151767,-74.0021357,167.7926002626399
273,42425955,42435434,40.7143777,-74.0004476,40.7139472,-73.999538,90.39842220365323
274,42425959,374451674,40.8692662,-73.9318334,40.8690931,-73.9315115,33.270261671754376
275,42426089,4602414021,40.7234376,-74.0075182,40.7237608,-74.0061172,175.0254202301133
276,42426089,42424619,40.7234376,-74.0075182,40.7237578,-74.0079297,49.70939955479875
277,42426135,42426138,40.8039448,-73.9323547,40.8039685,-73.9319354,35.48007137523915
278,42426135,589520065,40.8039448,-73.9323547,40.8026304,-73.9308199,228.56203973804415
279,42426138,5959713761,40.8039685,-73.9319354,40.8071069,-73.933448,464.8865607770921
280,42426374,42446723,40.7982104,-73.9523942,40.7988119,-73.9519558,76.4080218657547
281,42426374,595703226,40.7982104,-73.9523942,40.7970975,-73.9497371,255.9230537933859
282,42426374,3099327964,40.7982104,-73.9523942,40.7982705,-73.9525304,13.285553367698443
283,42426665,4515465264,40.8341389,-73.9370767,40.8303809,-73.9401576,499.64803270622525
284,42426665,42426810,40.8341389,-73.9370767,40.8349981,-73.9354595,189.13011507908595
285,42426665,371337269,40.8341389,-73.9370767,40.8382331,-73.9334951,555.8815808472757
286,42426747,42433834,40.7024415,-74.0128371,40.7027132,-74.0122117,60.768027204019624
287,42426747,42444355,40.7024415,-74.0128371,40.7031174,-74.0130041,76.4525296819579
288,42426747,279151954,40.7024415,-74.0128371,40.7023934,-74.0137888,81.40289843011719
289,42426804,42426805,40.791772,-73.937242,40.7923992,-73.9367899,79.46834057500779
290,42426804,596800103,40.791772,-73.937242,40.7913061,-73.9361201,107.84142582569908
291,42426805,596800103,40.7923992,-73.9367899,40.7913061,-73.9361201,196.06554700652913
292,42426805,42456110,40.7923992,-73.9367899,40.7928146,-73.9377361,92.17807813173832
293,42426810,5333189422,40.8349981,-73.9354595,40.8315482,-73.9356338,388.77502472372527
294,42426816,42453999,40.7472922,-73.9758289,40.747879,-73.9754261,73.54867008270845
295,42426816,42449685,40.7472922,-73.9758289,40.7476147,-73.9766965,81.68825975535142
296,42426851,42450814,40.74693,-73.9692725,40.7457704,-73.9704356,162.0288718259941
297,42426865,370898426,40.7373813,-73.9745237,40.7296229,-73.9721522,931.2777246802074
298,42426865,42426875,40.7373813,-73.9745237,40.737022,-73.9748642,49.233809087951144
299,42426875,589100228,40.737022,-73.9748642,40.7358557,-73.9751834,133.86718999415174
300,42426875,42455897,40.737022,-73.9748642,40.738172,-73.977603,263.9419143459272
301,42426960,5482291262,40.8056351,-73.9343937,40.8044581,-73.9323982,237.51069095150146
302,42426968,42424235,40.8179052,-73.9342568,40.817189,-73.934463,84.02155629442451
303,42426971,42425484,40.8187778,-73.934348,40.8150259,-73.9343624,419.5615719583616
304,42426971,42426968,40.8187778,-73.934348,40.8179052,-73.9342568,97.41308405823615
305,42427009,42427012,40.7904084,-73.9367296,40.7896936,-73.9373914,97.390649547859
306,42427009,42433490,40.7904084,-73.9367296,40.7853351,-73.9403307,647.0793609925241
307,42427012,42433513,40.7896936,-73.9373914,40.7887016,-73.9378507,117.05676959184417
308,42427016,42428080,40.847737,-73.9311538,40.8474237,-73.9313827,39.82080092309508
309,42427016,60918586,40.847737,-73.9311538,40.8463765,-73.9313751,208.2052189485253
310,42427016,42442734,40.847737,-73.9311538,40.8481397,-73.9308625,51.064932603883804
311,42427030,42450634,40.7652791,-73.9521298,40.7639358,-73.953183,174.08724418174975
312,42427030,42428005,40.7652791,-73.9521298,40.7661805,-73.9542449,204.56527748184092
313,42427036,42427030,40.7665113,-73.9510319,40.7652791,-73.9521298,165.34893254868615
314,42427086,42427112,40.8353715,-73.9441039,40.8363811,-73.9445746,132.4762682668715
315,42427086,42428962,40.8353715,-73.9441039,40.834739,-73.9445661,80.39515208054371
316,42427086,561035374,40.8353715,-73.9441039,40.8352891,-73.9439155,18.336474626040346
317,42427112,42427086,40.8363811,-73.9445746,40.8353715,-73.9441039,132.47626826687147
318,42427112,42427115,40.8363811,-73.9445746,40.8370771,-73.9442977,80.82450384100933
319,42427112,42428964,40.8363811,-73.9445746,40.8359959,-73.9436514,88.8387359979348
320,42427115,42427112,40.8370771,-73.9442977,40.8363811,-73.9445746,80.82450384100933
321,42427115,42427122,40.8370771,-73.9442977,40.8377866,-73.9440172,82.34921909868324
