../Expiration/Expiration_10000_Independent_cluster_min=10_max=10000_alpha=-5e-06 copy_original_Dijkstra.csv
road_id,road_pagerank,road_length,road_clusterId,expiration,random_expiration,pickup
2603,0.12413562,121.53910006244156,9,4,6,0
2604,0.00310181,72.82504392572021,9,0,0,0
2605,0.00865012,33.97326250882605,9,3,3,0
2606,0.01416081,73.38614112315877,9,0,0,0
2607,0.05174635,18.58408451635217,1,6,6,0
2608,0.01342555,76.6548313244293,9,6,6,0
2609,0.06021316,135.68536412361323,9,3,3,0
2610,0.00336049,57.862771389367325,9,2,2,0
2611,0.00336548,71.65221659460246,9,0,0,0
2612,0.04988667,77.48866064256892,9,1,5,0
2613,0.69241345,146.04390581336122,9,61,67,0
2614,0.01159553,39.710705222787674,9,0,0,0
2615,0.04408110,86.59270876818327,9,10,15,0
2616,0.10323935,80.80812850694635,1,11,10,0
2617,0.00954715,75.51421133404033,9,3,3,0
2618,0.08074392,76.12221820845295,9,1,1,0
2619,0.01708540,123.40978503817578,9,2,2,0
2620,0.00969232,75.59472782346124,9,1,0,0
2621,0.04191281,141.15713953699552,9,1,3,0
2622,0.06494034,66.12508567068257,9,4,8,0
2623,0.01630180,214.20451155048374,9,0,0,0
2624,0.00053772,131.7416252531774,9,0,0,0
2625,0.03236813,61.70255527265485,9,4,3,0
2626,0.00047335,26.034115341921144,9,0,0,0
2627,0.08284236,73.35991221998732,9,6,7,0
2628,0.05799706,119.02380719049992,9,4,4,0
2629,0.00000000,82.29516714045683,9,0,0,0
2630,0.02138655,85.10220612932154,9,1,1,0
2631,0.00000000,80.09431843150597,9,0,0,0
2632,0.00065111,132.82646944973138,9,0,0,0
2633,0.00033985,134.24011312964998,9,0,0,0
2634,0.22665014,56.73683230846392,9,8,13,0
2635,0.00484420,146.9589550222191,9,0,0,0
2636,0.07437491,51.743801573803495,1,7,8,0
2637,0.02762284,146.9589550222191,9,14,14,0
2638,0.00068624,168.12970142347885,9,0,0,0
2639,0.00071675,82.42618147323499,9,0,1,0
2640,0.00317543,68.52238520628444,9,1,1,0
2641,0.00979970,53.55025427344444,9,0,0,0
2642,0.27805689,1375.1130139304632,9,0,0,0
2643,0.00000000,17.063282761687596,9,0,0,0
2644,0.00430457,316.01032967208334,9,0,0,0
2645,0.00483022,213.17723303186634,9,1,1,0
2646,0.00468563,75.40088635650959,9,0,0,0
2647,0.00173016,67.89230298852607,9,0,0,0
2648,0.01581993,232.32066296355356,9,0,0,0
2649,0.00337154,52.08072602538895,9,0,1,0
2650,0.00054149,62.27158116424302,9,0,0,0
2651,0.00055314,232.32066296355356,9,0,0,0
2652,0.00000000,52.08072602538895,9,0,0,0
2653,0.10021231,82.16368860060751,9,1,1,0
2654,0.00135609,60.27058045944168,9,0,0,0
2655,0.00052168,78.2516434501006,9,0,0,0
2656,0.00054776,82.16368860060751,9,0,0,0
2657,0.00000000,19.151604365703957,9,0,0,0
2658,0.00104101,21.687760756657404,9,0,0,0
2659,0.29264610,58.25062951887315,49,10,7,0
2660,0.00153127,194.88933488885382,9,2,0,0
2661,0.00055369,127.34906640782876,9,0,0,0
2662,0.00055837,75.38039494443562,9,0,0,0
2663,0.00085446,129.54656538830235,9,1,1,0
2664,0.00055415,155.1612127559913,9,0,0,0
2665,0.05366535,129.54656538830235,9,5,5,0
2666,0.00457260,189.65902081077869,9,1,1,0
2667,0.00156302,53.897220894748,9,2,2,0
2668,0.00055458,74.86828805563354,9,0,0,0
2669,0.00099746,155.1612127559913,9,0,0,0
2670,0.00000000,53.897220894748,9,0,0,0
2671,0.00943860,124.76312375102984,9,0,0,0
2672,0.00417249,84.44329825333034,9,0,0,0
2673,0.01757805,87.20891093523062,9,4,2,0
2674,0.00548762,68.59523899002285,9,0,0,0
2675,0.00000000,124.76312375102982,9,0,0,0
2676,0.04902746,50.83200081728048,9,1,1,0
2677,0.01120430,34.703582502494406,9,0,0,0
2678,0.00053879,29.633585943090022,9,0,0,0
2679,0.05045043,85.6354108690227,10,1,3,0
2680,0.01687501,80.53152182699226,10,1,1,0
2681,0.08040510,270.6603973402194,10,13,17,0
2682,1.34421493,82.97879131435147,11,4,56,0
2683,0.21953686,273.68489388794455,10,11,18,0
2684,0.90412247,81.86392939693208,38,0,31,0
2685,0.15361019,141.8472487054097,9,14,14,0
2686,0.00142096,89.74473779292984,9,1,1,0
2687,0.04010741,84.09619106046765,9,1,0,0
2688,0.00323989,50.45737801061841,9,0,0,0
2689,0.34036721,81.0958686906193,1,24,17,0
2690,0.03165095,76.59694251140054,9,2,2,0
2691,0.03831431,148.52639185427176,9,2,2,0
2692,0.03564787,163.5477497140037,9,0,0,0
2693,0.06333064,76.20360063487458,9,7,7,0
2694,0.05927338,160.49747317658725,9,5,5,0
2695,0.36653901,80.03035155159357,1,28,24,0
2696,0.00735174,15.21049226706314,9,0,0,0
2697,0.44166354,80.37553117741524,1,31,29,0
2698,0.21316858,141.3655511402571,1,1,1,0
2699,0.06828456,76.7242233297606,9,6,5,0
2700,0.00538313,78.44756293331909,9,0,0,0
2701,0.91521406,78.71035843526447,0,22,32,0
2702,0.24765335,154.5472315324675,1,46,49,0
2703,0.17052067,141.58257386593235,9,42,44,0
2704,0.43044440,79.12079401512459,0,24,30,0
2705,0.45205361,274.0034168654017,1,85,89,0
2706,1.16272877,79.21798269091549,0,84,93,0
2707,0.98583236,274.23998017418785,1,144,147,0
2708,0.90625624,79.01100605229122,1,28,27,0
2709,0.15428976,81.40507803284517,1,16,15,0
2710,0.37354436,273.7340725627312,1,35,35,0
2711,0.25274105,160.14155258968836,9,14,14,0
2712,0.31600190,79.37816180577848,27,34,34,0
2713,0.09906907,79.37816180577848,9,8,8,0
2714,0.05018491,36.29073818463632,9,0,0,0
2715,0.32163520,79.22699618257163,27,30,29,0
2716,0.01132946,79.22699618257163,9,1,1,0
2717,0.62130490,85.93057411482214,27,59,61,0
2718,0.02470731,32.64176599471979,9,0,0,0
2719,0.00000000,17.35927679329076,9,0,0,0
2720,0.00074667,238.9340797194665,9,0,0,0
2721,0.00000000,13.54702139039006,9,0,0,0
2722,0.21898193,78.59057847471476,9,2,1,0
2723,0.00000000,14.578042680142149,9,0,0,0
2724,0.23998777,78.54145323197024,9,3,4,0
2725,0.01620576,266.9184620579579,9,0,0,0
2726,0.00000000,78.8732810226062,9,0,0,0
2727,0.16332029,79.50976903083316,9,3,3,0
2728,0.00370407,133.2773969385703,9,0,0,0
2729,0.00054790,79.4447859370921,9,0,0,0
2730,0.00000000,78.8029738880432,9,0,0,0
2731,0.00000000,79.0277135033551,9,0,0,0
2732,0.00000000,78.89369316837866,9,0,0,0
2733,0.00130807,134.24879614164698,9,0,0,0
2734,0.00034132,85.32896282430858,9,0,0,0
2735,0.00320799,185.54343070035605,9,1,1,0
2736,0.00034518,79.3909795450443,9,0,0,0
2737,0.12198734,129.68754191632672,9,9,9,0
2738,0.00953485,31.261787636720896,9,1,1,0
2739,0.02761002,41.79379115844244,9,4,11,0
2740,0.05111154,80.91536419264823,9,2,3,0
2741,0.03822519,70.9896365817607,9,5,5,0
2742,0.07209115,64.02411403115889,9,4,2,0
2743,0.00140031,60.768027204019624,9,1,1,0
2744,0.07964284,65.71191707568923,9,7,6,0
2745,0.08115548,187.58249148343785,10,1,13,0
2746,0.16157833,733.8637903446179,10,0,12,0
2747,0.63718416,79.72956130482797,0,15,8,0
2748,0.83179919,155.04178738112196,54,39,48,0
2749,0.49222692,86.92109455485385,54,11,16,0
2750,1.78605915,78.40157488520254,0,63,77,0
2751,0.00226492,79.53158462571749,54,0,0,0
2752,0.00127848,79.47335537316233,54,0,0,0
2753,0.15607813,58.5594409320874,54,2,6,0
2754,0.81179874,79.65132690358969,0,1,6,0
2755,0.99103802,157.21255786882176,0,5,24,0
2756,1.34927310,77.8401840632958,0,0,4,0
2757,1.18141144,213.65712268439768,1,41,43,0
2758,0.87549014,80.28209990357294,0,50,61,0
2759,0.87396930,230.68711651487766,1,39,35,0
2760,0.18527982,68.862197735991,1,1,0,0
2761,0.15963261,76.84366816320903,1,3,3,0
2762,0.00034571,86.42685834053077,9,0,0,0
2763,0.00114766,163.95149271398748,9,0,0,0
2764,0.00053659,179.75741623397954,9,0,0,0
2765,0.00000000,86.42685834053077,9,0,0,0
2766,0.07604096,204.20648871476484,9,0,0,0
2767,0.00000000,81.50018642511064,9,0,0,0
2768,0.00074638,156.7391474512265,9,0,0,0
2769,0.00034611,204.20648871476484,9,0,0,0
2770,0.00000000,66.2628704861024,9,0,0,0
2771,0.00000000,270.646827690937,9,0,0,0
2772,0.00000000,63.94711204984887,9,0,0,0
2773,0.04290895,261.6822280245149,9,1,1,0
2774,0.00000000,79.10494132518099,9,0,0,0
2775,0.00034574,165.95519573217865,9,0,0,0
2776,0.00000000,15.454723081873558,9,0,0,0
2777,0.00806749,78.88208204092945,9,2,2,0
2778,0.20224276,79.64055131138807,9,4,3,0
2779,0.00034593,264.6368592045831,9,0,0,0
2780,0.00000000,79.68867356020104,9,0,0,0
2781,0.03633178,113.7522494597093,9,3,3,0
2782,0.22614488,79.17710039253257,9,7,5,0
2783,0.03697211,302.65541921480184,9,3,3,0
2784,0.15265483,85.5104999157168,9,12,10,0
2785,0.03048412,155.8847182547166,9,1,1,0
2786,0.00853486,80.2423123231443,9,0,0,0
2787,0.08609868,143.44019168561263,9,0,0,0
2788,0.10143473,84.66549519456018,9,9,8,0
2789,0.00154531,79.06216646147195,9,0,0,0
2790,0.00342323,153.09917496763575,9,0,0,0
2791,0.02658026,84.08040788953699,9,0,0,0
2792,0.00053469,217.32577018329866,9,0,0,0
2793,0.00000000,86.66820390011046,9,0,0,0
2794,0.00033967,195.30830811991396,9,0,0,0
2795,0.11501656,78.57432809801955,1,5,4,0
2796,0.14973541,38.51219520285764,1,1,2,0
2797,0.34406047,216.35578498177802,1,24,23,0
2798,0.54506141,77.91197188206277,1,29,12,0
2799,0.41047851,228.07414747808457,1,31,31,0
2800,1.15620986,75.51462807212398,1,74,57,0
2801,0.19049891,213.7685033034694,9,23,21,0
2802,0.01322537,77.79630326075689,9,3,3,0
2803,0.01923423,75.5553291214947,9,3,3,0
2804,1.84209499,79.87444964660197,14,7,66,0
2805,0.26320490,85.20355678263903,10,2,10,0
2806,0.18901582,271.87800559364445,10,10,21,0
2807,0.28234430,273.53240027419565,10,20,34,0
2808,2.37817005,85.28798047030584,11,7,89,0
2809,0.46466170,81.10065500126036,35,2,19,0
2810,0.09335532,131.51041808130486,10,5,11,0
2811,0.04835910,86.28854904813645,9,3,4,0
2812,0.00237270,80.30670861614159,9,0,0,0
2813,1.22475394,79.12090530992666,0,30,48,0
2814,0.15894826,155.13874438976706,55,17,21,0
2815,1.08310403,87.40583971663571,0,12,35,0
2816,0.06703967,24.58066601621908,55,0,6,0
2817,0.46306750,88.07750749603075,33,2,27,0
2818,0.11249525,142.48597557520458,55,5,15,0
2819,1.10697295,80.09671082773778,33,1,56,0
2820,1.59767282,85.9934775842561,29,1,72,0
2821,0.35436411,153.3168559804356,55,25,47,0
2822,1.81239903,79.09455659312468,28,45,98,0
2823,0.65421863,217.51470378744102,55,47,81,0
2824,0.32596354,228.61464662726289,9,36,37,0
2825,0.16808661,87.05050195684402,9,16,18,0
2826,0.02518871,74.39704725399491,9,1,1,0
2827,0.19676096,78.57432809801955,1,23,19,0
2828,0.04583097,52.93546345213108,9,8,8,0
2829,0.00096767,74.30360139911248,9,0,0,0
2830,0.18337316,74.0071051615864,1,15,9,0
2831,0.05368156,162.58788448542217,9,13,9,0
2832,0.93259594,77.64238347343496,1,60,42,0
2833,0.08225636,228.26070526386474,9,8,7,0
2834,0.31871959,213.95017742801932,1,38,37,0
2835,0.21577669,77.7963032607569,9,18,16,0
2836,0.30853568,73.6879250517821,9,40,39,0
2837,0.26277276,224.19758726756945,9,27,27,0
2838,0.18779612,73.71355420937725,9,26,25,0
2839,0.11754763,77.61765639437249,9,15,15,0
2840,0.00000000,73.43755410895288,9,0,0,0
2841,0.00000000,77.95543305092218,9,0,0,0
2842,0.16233170,228.0437192960507,9,27,25,0
2843,0.05188280,228.56835936468084,9,6,6,0
2844,0.00207629,73.40410730595062,9,0,0,0
2845,0.00000000,77.68325020007575,9,0,0,0
2846,0.28440055,267.29375070812983,9,3,0,0
2847,0.22050418,85.13674798740392,9,3,1,0
2848,0.00000000,13.40981766933087,9,0,0,0
2849,0.00000000,267.29375070812983,9,1,0,0
2850,0.24727177,96.43116715846107,9,0,0,0
2851,0.00000000,85.90881983368762,9,0,0,0
2852,0.00000000,84.94569377930532,9,0,0,0
2853,0.04951370,96.43116715846107,9,0,0,0
2854,0.15342752,89.37525420433927,9,0,0,0
2855,0.00053964,86.3418185599611,9,0,0,0
2856,0.00000000,89.37525420433927,9,0,0,0
2857,0.00055090,247.90607359427753,9,0,0,0
2858,0.05677650,88.54726083607102,9,0,0,0
2859,0.00000000,140.33572385842808,9,0,0,0
2860,0.00383816,133.0055202870366,9,0,0,0
2861,0.00000000,85.73513589590377,9,0,0,0
2862,0.00000000,86.05066040209213,9,0,0,0
2863,0.00000000,133.0055202870366,9,0,0,0
2864,0.00000000,86.15016265301827,9,0,0,0
2865,0.03597644,85.56960271494853,9,2,0,0
2866,0.00505674,269.9460382617894,9,0,0,0
2867,0.56355478,134.45537958615986,9,1,1,0
2868,0.00000000,86.5461742075537,9,0,0,0
2869,0.00072223,86.6681623295287,9,0,0,0
2870,0.79052267,80.19715081624635,0,22,62,0
2871,0.18465467,68.99293638861037,1,10,25,0
2872,0.44077097,273.7707870910072,1,49,56,0
2873,0.75456442,78.7220497975004,0,63,69,0
2874,0.36694654,274.06795557318844,1,29,35,0
2875,0.40534833,37.3028112331349,0,22,37,0
2876,0.82913211,79.68461004843188,1,33,66,0
2877,0.26539153,279.1558439956548,42,21,32,0
2878,0.17422981,268.9416238141796,42,14,15,0
2879,1.16989556,84.68200539582566,42,54,75,0
2880,0.13635430,267.6860286470866,9,3,3,0
2881,0.00034692,263.65771511851233,9,0,0,0
2882,0.05938032,78.99820269756306,9,0,0,0
2883,0.00000000,79.32648401651565,9,0,0,0
2884,0.01734659,34.08719271591995,9,1,1,0
2885,0.00041008,95.6859844434312,9,1,1,0
2886,0.00052628,78.94174524952206,9,0,0,0
2887,0.00000000,79.0389976791225,9,0,0,0
2888,0.00034409,132.4748238765523,9,0,0,0
2889,0.00000000,78.76280730079391,9,0,0,0
2890,0.00000000,79.52726009974026,9,0,0,0
2891,0.05166652,78.33913222420064,9,0,0,0
2892,0.00000000,79.6139802694714,9,0,0,0
2893,0.00395340,270.4960253412959,9,1,1,0
2894,0.00115238,78.0646574832907,9,1,1,0
2895,0.00611676,332.0524205969238,9,0,0,0
2896,0.00537482,81.67615113827958,9,0,0,0
2897,0.00184732,86.93275923320272,56,0,0,0
2898,0.77721440,108.71652005988646,1,54,63,0
2899,0.10945480,153.9294045535889,56,9,10,0
2900,0.00055747,80.83312738150394,56,0,0,0
2901,0.05608918,74.09039811437243,56,2,4,0
2902,0.69069192,154.44317083949994,1,64,60,0
2903,0.00054882,74.09039811437243,56,0,0,0
2904,0.09285557,75.04042212784262,1,8,8,0
2905,0.17262010,148.9972639239678,56,27,31,0
2906,0.00172315,75.04042212784262,56,0,0,0
2907,0.17138175,74.1318050209612,1,13,17,0
2908,0.64277517,154.88558391275055,1,60,58,0
2909,0.00766029,74.1318050209612,56,0,0,0
2910,0.10170299,74.41682083761542,1,17,14,0
2911,0.16022586,149.38840679791147,56,25,28,0
2912,0.00405158,74.41682083761542,56,0,0,0
2913,0.12035301,70.65202495509301,1,9,7,0
2914,0.00830768,78.77976848357943,9,0,0,0
2915,0.00000000,115.83858650766446,9,0,0,0
2916,0.00042457,106.99052343737982,9,0,0,0
2917,0.00000000,147.57544470034148,9,0,0,0
2918,0.20529112,79.13203881310328,9,1,2,0
2919,0.00908952,142.61439274255048,9,2,2,0
2920,0.02113612,125.61518953306711,9,1,2,0
2921,0.05349890,143.00834238037095,9,2,2,0
2922,0.00072819,80.10105009314748,9,0,0,0
2923,0.00990606,154.4026996727335,9,2,2,0
2924,0.50205740,80.14599315959175,9,13,14,0
2925,0.08078884,216.29052814319704,9,2,1,0
2926,0.03116600,81.78923543576462,9,3,1,0
2927,0.41635677,79.24879425509482,53,17,15,0
2928,0.07648213,228.66143621217321,9,1,1,0
2929,0.03807180,80.83185151427332,9,4,3,0
2930,0.00224532,92.55515959346778,9,0,0,0
2931,0.00000000,54.43481748274065,27,0,0,0
2932,0.08078093,114.31263826378326,9,5,5,0
2933,0.00838589,67.41071464597384,9,10,8,0
2934,0.05942797,47.73331147188268,9,5,5,0
2935,0.03972704,88.46661083361761,9,5,5,0
2936,0.01064153,41.62947149319847,9,6,4,0
2937,0.10825446,45.106024508002,34,3,5,0
2938,0.19653833,165.79778646545896,9,33,30,0
2939,0.23785764,52.974974780035765,45,21,26,0
2940,0.00000000,84.04626241256973,9,1,1,0
2941,0.23682233,147.38280171442807,1,13,11,0
2942,0.06604693,124.87293740466806,9,2,2,0
2943,0.00596064,25.13522761676308,9,0,0,0
2944,0.01401314,77.85076433636854,9,0,0,0
2945,0.00056053,182.17106348045547,9,0,0,0
2946,0.02818933,77.94284419262085,9,1,1,0
2947,0.18555357,147.40400807148143,1,31,29,0
2948,0.03096404,125.82560966751367,9,5,3,0
2949,0.03408704,148.20453592571758,9,3,1,0
2950,0.06531830,96.09557611962525,9,5,5,0
2951,0.00000000,459.3694967697843,9,0,0,0
2952,0.00000000,207.25925514138294,9,0,0,0
2953,0.00000000,113.39165060515965,9,0,0,0
2954,0.00000000,78.11623253529322,9,0,0,0
2955,0.00032273,350.16462638241916,9,0,0,0
2956,0.00033205,91.3147786165007,9,0,0,0
2957,0.42902882,107.9840202026511,1,12,17,0
2958,1.45122512,78.26662306966688,0,31,81,0
2959,1.37897752,77.99173949724774,0,94,128,0
2960,0.59687676,273.73326390537574,1,20,23,0
2961,0.50796371,76.93089578200815,0,23,30,0
2962,0.22550240,274.46198401013123,9,24,26,0
2963,1.04871080,76.98776202636846,1,55,65,0
2964,0.00871978,80.66759265071691,9,0,0,0
2965,0.00000000,49.53156512110984,9,0,0,0
2966,0.00034298,60.020789900213515,9,0,0,0
2967,0.00612712,227.42586407722814,9,0,0,0
2968,0.11083178,80.8622198070426,9,8,12,0
2969,0.00283383,79.02025621246626,9,0,0,0
2970,0.00055100,38.56971538793308,9,0,0,0
2971,0.00644942,74.93103372722729,9,1,0,0
2972,0.01426324,75.06969806341765,9,0,4,0
2973,0.00190183,21.395621866817244,9,0,1,0
2974,0.01234496,48.83720708004952,9,2,2,0
2975,0.14493054,46.18217655383109,40,9,10,0
2976,0.87265348,72.71214614984434,43,21,49,0
2977,0.00000000,25.183412835060516,9,0,0,0
2978,0.00069177,79.55330384557709,9,0,0,0
2979,0.27276714,80.74976624892165,9,16,16,0
2980,0.02807764,144.16390920207294,9,2,3,0
2981,0.02704129,79.01675682020785,9,2,0,0
2982,0.01223481,154.43653815611387,9,0,0,0
2983,0.44145347,79.65859862260743,15,7,8,0
2984,0.15800459,80.11295148027756,9,6,6,0
2985,0.00337736,154.5855232169116,15,1,1,0
2986,0.03984423,80.43923198273657,9,1,1,0
2987,0.00608046,229.5160041224728,9,4,3,0
2988,0.25236946,79.0301035155117,9,17,14,0
2989,0.00000000,37.761824290887546,9,0,0,0
2990,0.00000000,236.1873384404736,9,0,0,0
2991,0.00000000,56.93787716326205,9,0,0,0
2992,0.00071912,75.50776207563237,9,0,0,0
2993,0.53712759,85.80312997518581,0,8,24,0
2994,0.80906681,309.8949356084849,1,149,156,0
2995,0.14700029,154.31736549099034,1,32,27,0
2996,0.44232677,78.44591747252714,1,26,38,0
2997,0.54336710,78.67022370112136,1,40,44,0
2998,0.03308660,18.474753845793266,1,4,6,0
2999,0.43968228,147.25952143544825,1,63,64,0
3000,1.40183431,84.62545497643256,1,153,138,0
3001,0.34071522,157.17877429636684,1,43,41,0
3002,0.53152226,78.42260213982266,1,32,32,0
3003,0.05406265,78.87351644304657,9,6,6,0
3004,0.05349452,135.04541171486537,9,5,5,0
3005,0.02318917,84.61270070922578,9,8,7,0
3006,0.69634700,84.42880585636607,1,60,39,0
3007,0.09850047,135.04541171486537,9,9,6,0
3008,0.03140391,62.0799767948045,9,3,3,0
3009,0.00834751,78.9917902042049,9,0,0,0
3010,0.28285234,166.17793743759609,9,27,30,0
3011,1.05990827,79.10353537626146,1,58,50,0
3012,0.00128795,140.8153673803672,9,0,0,0
3013,0.00000000,14.961671185325486,9,0,0,0
3014,0.00000000,76.77375534477024,9,0,0,0
3015,0.00034687,135.27908895916735,9,0,0,0
3016,0.00000000,80.793683494419,9,0,0,0
3017,0.00253568,76.34305613397107,9,0,0,0
3018,0.00054632,80.24075208322401,9,0,0,0
3019,0.00032780,304.8554771953399,9,0,0,0
3020,0.00000000,38.22653697455341,9,0,0,0
3021,0.00000000,65.91939771283216,9,0,0,0
3022,0.00000000,74.27514243656383,9,0,0,0
3023,0.00000000,56.08238133510174,9,0,0,0
3024,0.46790322,79.70447462298604,9,18,17,0
3025,0.02873690,304.4969457823635,9,3,3,0
3026,0.08637452,155.8169301774667,9,8,7,0
3027,0.02594730,80.17423464187377,9,0,0,0
3028,0.00900869,80.56554628273079,9,0,0,0
3029,0.00536096,26.721297939291865,9,0,0,0
3030,0.38761992,79.75718610364633,9,7,6,0
3031,0.01787142,143.2441966496655,9,1,1,0
3032,0.00908288,154.60214694500317,9,1,1,0
3033,0.01074112,81.3072700426102,9,0,0,0
3034,0.09544916,216.4254201541988,9,0,0,0
3035,0.65623098,79.79462292136586,48,20,22,0
3036,0.00387357,82.4163975057511,9,0,0,0
3037,0.03774215,228.8238263198471,9,4,4,0
3038,0.00034564,82.95265277596417,9,0,0,0
3039,0.00000000,190.85596121987138,9,0,0,0
3040,0.01420559,216.64892452295788,9,1,1,0
3041,0.00000000,79.94453477561412,9,0,0,0
3042,0.86576722,140.57129700668528,22,3,24,0
3043,1.24397791,79.02377572165142,22,9,36,0
3044,0.88465503,79.77051665598148,22,10,29,0
3045,0.91606516,79.02377572165142,22,19,48,0
3046,0.83241541,186.85932015539234,10,146,158,0
3047,1.67167317,79.63237581880426,22,33,100,0
3048,0.63500957,79.77051665598148,22,7,27,0
3049,0.00602931,79.63237581880426,10,0,2,0
3050,0.44095196,133.7881309336342,10,0,9,0
3051,0.03865598,80.7527187054871,10,0,1,0
3052,0.73365600,80.7527187054871,10,0,18,0
3053,1.49434457,275.709330909373,10,2,80,0
3054,1.52420929,77.97507421875784,20,1,53,0
3055,1.02941236,79.4533208109511,20,2,45,0
3056,0.06116052,79.33557415389102,10,0,1,0
3057,0.00488070,79.4533208109511,10,0,0,0
3058,1.18859686,80.64745551329297,20,3,61,0
3059,0.19049865,275.01384090991604,10,12,23,0
3060,1.75277339,78.37210135692929,20,8,85,0
3061,0.10172577,80.64745551329297,10,0,1,0
3062,0.01086013,78.37210135692929,10,1,1,0
3063,2.60059566,86.9372542253713,20,8,109,0
3064,0.13420360,276.2662113397384,10,10,23,0
3065,0.00075598,86.9372542253713,10,0,1,0
3066,0.99498461,86.64160061453053,20,3,28,0
3067,0.63390734,274.7402088811311,10,3,28,0
3068,0.98562333,80.61459349867954,47,0,24,0
3069,1.08142573,80.75271867794903,47,3,52,0
3070,0.00073412,80.75271867794903,10,0,0,0
3071,0.76303759,80.94718345380785,47,3,34,0
3072,0.19248348,275.2221371661929,10,19,27,0
3073,0.48842853,85.71536797240344,10,0,18,0
3074,0.00467286,80.94718345380785,10,0,2,0
3075,0.18321745,271.05203838771644,10,22,29,0
3076,1.68226446,80.0662388127658,14,17,94,0
3077,1.41530489,80.53152182699226,10,9,48,0
3078,0.01278861,88.19733340076785,10,0,1,0
3079,0.00669715,733.8637903446179,10,3,2,0
3080,1.31580223,85.20355678263903,14,0,40,0
3081,2.27760836,271.86988821399905,10,9,108,0
3082,1.77304547,79.53424087736188,14,6,45,0
3083,0.00076071,79.87444964660197,10,0,0,0
3084,2.50085646,79.77213579351586,14,15,86,0
3085,0.15347657,274.18848619948176,15,5,13,0
3086,1.06276565,77.31346754424081,14,5,40,0
3087,0.01770182,79.77213579351586,15,0,0,0
3088,0.56984205,80.16193594536594,14,1,21,0
3089,2.65709882,78.84566228821942,14,11,97,0
3090,0.37889838,275.0498645526056,15,20,28,0
3091,1.49017395,80.16193594536593,14,4,43,0
3092,0.01441749,78.84566228821942,15,1,2,0
3093,1.98865159,79.94349678588551,14,7,49,0
3094,0.00236024,79.94349678588551,15,0,0,0
3095,0.04962291,86.9306514506543,15,0,2,0
3096,0.22862091,274.66095229799384,15,8,16,0
3097,1.20435687,79.85694876015286,15,24,29,0
3098,0.06964576,138.0490785921621,9,2,3,0
3099,0.01362756,84.71183374457644,9,0,0,0
3100,0.01399398,79.85694876015286,9,0,0,0
3101,0.01030666,80.12245920782334,9,1,1,0
3102,1.17870748,79.81960301774426,9,28,28,0
3103,0.18040096,137.8948646327962,9,1,4,0
3104,0.45753566,80.12245920782334,9,23,12,0
3105,0.00076019,79.81960301774426,9,0,0,0
3106,1.39590652,80.03395568452584,9,27,23,0
3107,0.01246243,80.03395568452584,9,0,0,0
3108,0.09301088,137.74287378524505,9,4,6,0
3109,0.00270995,85.57742467872983,9,0,0,0
3110,0.66275883,79.86878988723149,9,21,6,0
3111,0.42770130,80.41559372502017,9,11,7,0
3112,0.00000000,79.86878988723149,9,0,0,0
3113,0.03236173,49.353399343196,9,0,0,0
3114,0.07610094,136.87218796289687,9,3,0,0
3115,0.02397404,49.3506813295879,9,2,1,0
3116,0.39398114,49.353399343196,9,11,5,0
3117,1.07086498,271.56339298618934,9,35,38,0
3118,0.10642307,139.09730383781368,9,8,6,0
3119,1.92675952,76.07798582967997,15,38,45,0
3120,0.20450751,252.7044780611035,9,8,7,0
3121,0.00000000,81.48043818076795,9,0,0,0
3122,0.07685767,84.17744742819438,9,3,2,0
3123,0.00000000,84.17744742819438,9,0,0,0
3124,0.00000000,85.9086277132732,9,0,0,0
3125,0.00326590,187.34646568331874,9,1,1,0
3126,0.02200402,140.74333169788594,9,0,0,0
3127,0.00000000,87.3200231580653,9,0,0,0
3128,0.02481040,305.8106885693271,9,3,3,0
3129,1.08964051,232.78905413177276,9,31,30,0
3130,0.00144065,88.65560393517205,9,3,3,0
3131,0.02916977,155.41272876193477,9,1,1,0
3132,0.00073224,87.86937026121768,9,0,0,0
3133,0.00650565,26.352011534830172,9,1,1,0
3134,0.01422904,142.80653098529277,9,1,2,0
3135,0.64427784,233.92612999477475,9,16,15,0
3136,0.00820097,155.0604299235894,9,0,0,0
3137,0.09724020,86.49064989178936,9,1,1,0
3138,0.07137561,87.32532822946519,9,1,1,0
3139,0.11181023,228.28844384973942,9,2,2,0
3140,0.05183001,217.46856013453439,9,0,0,0
3141,0.00062379,77.9733573204063,9,0,0,0
3142,0.00034390,85.97553511152681,9,0,0,0
3143,0.00000000,78.27677915729615,9,0,0,0
3144,0.00055361,80.27284440557636,9,0,0,0
3145,0.00207689,31.708254452084294,9,0,0,0
3146,0.00000000,79.49423988988612,9,0,0,0
3147,0.00034423,179.00106481842352,9,0,0,0
3148,0.00000000,85.1553978964111,9,0,0,0
3149,0.76271706,77.9703457731771,0,52,69,0
3150,0.54321018,274.1108498030742,1,57,70,0
3151,1.95843977,80.13482149811072,0,149,184,0
3152,8.23373069,273.6340782153815,0,814,862,0
3153,0.00574654,57.740369741123786,9,0,0,0
3154,0.00441848,88.90849687042994,9,0,1,0
3155,0.02964536,90.39842220365323,9,0,1,0
3156,0.02362816,166.20039886333703,9,2,2,0
3157,0.00082304,76.81662955412344,9,0,0,0
3158,0.00313385,146.98569326511986,9,0,0,0
